Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Mohammadi N., Malek M.","57198154105;7103200981;","VGI and Reference Data Correspondence Based on Location-Orientation Rotary Descriptor and Segment Matching",2015,"Transactions in GIS","19","4",,"619","639",,9,"10.1111/tgis.12116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940032540&doi=10.1111%2ftgis.12116&partnerID=40&md5=facf1be5289c206997225f9a500c4457","K.N. Toosi University of Technology, Iran","Mohammadi, N., K.N. Toosi University of Technology, Iran; Malek, M., K.N. Toosi University of Technology, Iran","Volunteered geographic information (VGI) is spatial data that has been contributed by numerous volunteers in the form of user-generated content. VGI provides the ability for non-experts to collect and share geographic information. Comparison of a VGI dataset with a reference dataset in order to find data correspondence is a common process in some analyses of VGI data, such as quantitative analysis of its quality. This study addresses this case and presents an automated feature matching method for VGI linear data. The proposed method consists of two main steps. In the first step, a feature point matching method based on a novel descriptor, named Location-Orientation Rotary Descriptor (LORD), is performed. The proposed LORD descriptor uses the location and orientation information of the linear data in a log polar structure and in a rotary manner. In the second step, a new segment matching strategy based on the buffered linear features is performed to reject the outliers of the previous step. The usefulness of the proposed method was demonstrated by applying it to the OpenStreetMap (OSM) dataset, as a VGI dataset, using an official reference dataset. © 2015 John Wiley & Sons Ltd.",,"data processing; data set; GIS; methodology; spatial data",Article,"Final",,Scopus,2-s2.0-84940032540
"Wallentin G., Hofer B., Traun C.","24559181800;55651617800;10939013300;","Assessment of Workforce Demands to Shape GIS&T Education",2015,"Transactions in GIS","19","3",,"439","454",,5,"10.1111/tgis.12148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933279799&doi=10.1111%2ftgis.12148&partnerID=40&md5=4525ed098d6665ee765f5a96f44d6341","Department of Geoinformatics, University of Salzburg, Austria","Wallentin, G., Department of Geoinformatics, University of Salzburg, Austria; Hofer, B., Department of Geoinformatics, University of Salzburg, Austria; Traun, C., Department of Geoinformatics, University of Salzburg, Austria","The Body of Knowledge for Geographic Information Science and Technology (GIS&T BoK) has been the main reference document for curriculum design in the geospatial domain. Today, the BoK is supposed to have fallen short in adequately covering the domain due to significant conceptual and technological advances in the field. Thus, several initiatives around the globe work towards an update of the GIS&T BoK. This research assesses the demands of today's GIS&T workforce across Europe to contribute to the effort of a demand-oriented update. We assessed the workforce demand by means of a Europe-wide distributed online questionnaire and complementary expert interviews. The results show that the BoK still is a comprehensive reference base for the geospatial domain that is generally deemed relevant by the European workforce. However, workforce demands point to three main topics that need to be addressed by an update of the BoK: (1) the shift from primary data acquisition to the handling of highly abundant spatial data; (2) a lack of competences in programming and application development; and (3) a poor coverage of web-related aspects. Future research should complement workforce demands with a review of the scientific literature to identify additional shortcomings related to conceptual advances. © 2015 John Wiley & Sons Ltd.",,"curriculum; data acquisition; education; GIS; research; spatial data; Europe",Article,"Final",,Scopus,2-s2.0-84933279799
"Westerholt R., Resch B.","56324052300;24528725900;","Asynchronous Geospatial Processing: An Event-Driven Push-Based Architecture for the OGC Web Processing Service",2015,"Transactions in GIS","19","3",,"455","479",,8,"10.1111/tgis.12104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933278442&doi=10.1111%2ftgis.12104&partnerID=40&md5=77585bd18b25d723333dd04770f89373","GIScience Research Group, Institute of Geography, Heidelberg University, Germany","Westerholt, R., GIScience Research Group, Institute of Geography, Heidelberg University, Germany; Resch, B., GIScience Research Group, Institute of Geography, Heidelberg University, Germany","Geospatial processing tasks like solar potential analyses or floodplain investigations within flood scenarios are often complex and deal with large amounts of data. If such analysis operations are performed in distributed web-based systems, technical capabilities are mostly not sufficient. Major shortcomings comprise the potentially long execution times and the vast amount of messaging overhead that arise from common poll-based approaches. To overcome these issues, an approach for an event-driven architecture for web-based geospatial processing is proposed within this article. First, this article presents a thorough qualitative discussion of different available technologies for push-based notifications. The aim of this discussion is to find the most suitable push-based messaging technologies for application with OGC Web Processing Services (WPS). Based on this, an event-driven architecture for asynchronous geospatial processing with the WPS is presented, building on the Web Socket Protocol as the transport protocol and the OGC Event Service as the message-oriented middleware. The proposed architecture allows pushing notifications to clients once a task has completed. This paradigm enables the efficient execution of web-based geospatial processing tasks as well as the integration of geographical analyses into event-driven real-time workflows. © 2014 John Wiley & Sons Ltd.",,,Article,"Final",,Scopus,2-s2.0-84933278442
"Miller J.A.","56120241400;","Towards a Better Understanding of Dynamic Interaction Metrics for Wildlife: A Null Model Approach",2015,"Transactions in GIS","19","3",,"342","361",,20,"10.1111/tgis.12149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933277969&doi=10.1111%2ftgis.12149&partnerID=40&md5=511f8fc1d599d1e01f84fa833dfdf6f0","Department of Geography and the Environment, The University of Texas at Austin, United States","Miller, J.A., Department of Geography and the Environment, The University of Texas at Austin, United States","The ability to measure dynamic interactions, such as attraction or avoidance, is crucial to understanding socio-spatial behaviors related to territoriality and mating as well as for exploring resource use and the potential spread of infectious epizootic diseases. In spite of the importance of measuring dynamic interactions, it has not been a main research focus in movement pattern analysis. With very few exceptions (see Benhamou et al. 2014), no new metrics have been developed in the past 20 years to accommodate the fundamental shift in the type of animal movement data now being collected and there have been few comparison or otherwise critical studies of existing dynamic interaction metrics (but see Long et al. 2014; Miller 2012). This research borrows from the null model approach commonly used in community ecology to compare six currently used dynamic interaction metrics using data on five brown hyena dyads in Northern Botswana. There was disconcerting variation among the dynamic interaction results depending on which metric and which null model was used, and these results highlight the need for more extensive research on measuring and interpreting dynamic interactions in order to avoid making potentially misleading inferences about socio-spatial behaviors. © 2015 John Wiley & Sons Ltd.",,"community ecology; modeling; nature-society relations; social behavior; wildlife management; Botswana; Animalia; Parahyaena brunnea",Article,"Final",,Scopus,2-s2.0-84933277969
"Bröring A., Remke A., Stasch C., Autermann C., Rieke M., Möllers J.","35117554500;56478944100;35113851500;54408210300;56536328900;56700111600;","enviroCar: A Citizen Science Platform for Analyzing and Mapping Crowd-Sourced Car Sensor Data",2015,"Transactions in GIS","19","3",,"362","376",,19,"10.1111/tgis.12155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933049571&doi=10.1111%2ftgis.12155&partnerID=40&md5=040a0c4de9d569283107d5cf239a9260","52 North Initiative for Geospatial Open Source Software, Münster, Germany; Institute for Geoinformatics, University of Münster, Westfälische Wilhelms, Germany","Bröring, A., 52 North Initiative for Geospatial Open Source Software, Münster, Germany; Remke, A., 52 North Initiative for Geospatial Open Source Software, Münster, Germany; Stasch, C., 52 North Initiative for Geospatial Open Source Software, Münster, Germany; Autermann, C., 52 North Initiative for Geospatial Open Source Software, Münster, Germany; Rieke, M., 52 North Initiative for Geospatial Open Source Software, Münster, Germany; Möllers, J., Institute for Geoinformatics, University of Münster, Westfälische Wilhelms, Germany","This article presents the enviroCar platform for collecting geographic data acquired from automobile sensors and openly providing those data for further processing and analysis. By plugging a low-cost On-Board Diagnostics (OBD-II) adapter into a car and using an Android smartphone, various kinds of sensor data measured by today's cars can be collected and uploaded on to the Web. Once available on the Web, these data can be used to monitor traffic and related environmental parameters. We analyse the OBD-II interface and its potential usage for environmental monitoring, e.g. to estimate fuel consumption and resulting CO2 emissions, noise emission, and standing times. Next, we present the main contribution of this article, the system design of the enviroCar platform. This system design consists of the enviroCar app and the enviroCar server, which allows for flexible geoprocessing of the uploaded data. We focus in this article on the description of the spatiotemporal RESTful Web Service interface and underlying data model specifically designed for handling the mobile sensor data. Finally, we present application scenarios in which the enviroCar platform can act as a powerful tool, e.g. regarding traffic monitoring and smarter cities (e.g. the detection of pollutant emission hotspots in the city), or towards applications for a quantified self (e.g. monitoring fuel consumption). We started the enviroCar project in 2013 and have been able to attract a growing number of participants since then. In a crowd-funding initiative, enviroCar was successfully funded by volunteers, demonstrating the interest in this platform. © 2015 John Wiley & Sons Ltd.",,"automobile; data acquisition; environmental monitoring; GIS; mapping; sensor; World Wide Web",Article,"Final",,Scopus,2-s2.0-84933049571
"Ariza-López F.J., Rodríguez-Avi J.","6505878374;56112460800;","A Method of Positional Quality Control Testing for 2D and 3D Line Strings",2015,"Transactions in GIS","19","3",,"480","492",,2,"10.1111/tgis.12117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933047414&doi=10.1111%2ftgis.12117&partnerID=40&md5=615cb478e432b678991451634c9836b1","University of Jaén, Spain","Ariza-López, F.J., University of Jaén, Spain; Rodríguez-Avi, J., University of Jaén, Spain","This article presents a positional quality acceptance control method for 2D and 3D line strings based on a statistical hypothesis test. Two statistical models are applied together: a Binomial Model is applied over a Base Model. By means of the Base Model the method can be applied to any parametric or non-parametric error model. The Base Model represents the hypothesis about the error behavior. The Binomial Model is fixed and consists of counting the number F of fail events in a sample of a determined size. The π parameter of the Binomial Model is derived from the Base Model by means of a desired tolerance. By comparing the probabilities associated to F and π a statistical acceptance/rejection decision is achieved. This method allows us to know and control the user's and producer's risk of acceptance/rejection. An example using a 2D line string data set from a commercial product is presented. The extension of the method to the 3D line string case is also presented. In order to facilitate the application of the method, some tables linking π with F and the control sample sizes are presented. © 2014 John Wiley & Sons Ltd.",,"data set; error analysis; GIS; quality control; statistical analysis",Article,"Final",,Scopus,2-s2.0-84933047414
"Bauer J.R., Rose K.","56699291500;35254432300;","Variable Grid Method: An Intuitive Approach for Simultaneously Quantifying and Visualizing Spatial Data and Uncertainty",2015,"Transactions in GIS","19","3",,"377","397",,10,"10.1111/tgis.12158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933042532&doi=10.1111%2ftgis.12158&partnerID=40&md5=e9bdf3d95f9d9db36ff306bce229a244","National Energy Technology Laboratory, Albany, OR, United States","Bauer, J.R., National Energy Technology Laboratory, Albany, OR, United States; Rose, K., National Energy Technology Laboratory, Albany, OR, United States","Efforts to develop applications and methods that effectively quantify and communicate uncertainty associated with spatial data remains a focus within many scientific communities. However, the inherent complexity of uncertainty makes it difficult to define, characterize, and represent. Frequently, the products of spatial and spatio-temporal data are presented without a clear explanation of the inherent uncertainty underlying the data. As uses and applications for spatial data and their products continues to increase, so does the importance for utilizing reliable approaches to effectively communicate spatial data along with their inherent uncertainties. To address this need, the Variable Grid Method (VGM) was developed as an intuitive approach that simultaneously communicates both spatial patterns and trends and the uncertainty associated with data or their analyses. This article details the VGM approach and demonstrates the utility of the VGM to provide critical information about the relationship between uncertainty and spatial data, necessary to support the increasing utilization of spatial information for a wide range of research and other needs. © 2015 John Wiley & Sons Ltd.",,"GIS; methodology; spatial data; uncertainty analysis; visualization",Article,"Final",,Scopus,2-s2.0-84933042532
"Hu Y., Janowicz K., Prasad S., Gao S.","34769770200;13610913700;57199698076;55876526300;","Metadata Topic Harmonization and Semantic Search for Linked-Data-Driven Geoportals: A Case Study Using ArcGIS Online",2015,"Transactions in GIS","19","3",,"398","416",,22,"10.1111/tgis.12151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933039993&doi=10.1111%2ftgis.12151&partnerID=40&md5=b04427560ca826e5e2552561ed63aa3e","STKO Lab, Department of Geography, University of California, Santa Barbara, United States; Applications Prototype Lab, ESRI Inc., Redlands, CA, United States","Hu, Y., STKO Lab, Department of Geography, University of California, Santa Barbara, United States; Janowicz, K., STKO Lab, Department of Geography, University of California, Santa Barbara, United States; Prasad, S., Applications Prototype Lab, ESRI Inc., Redlands, CA, United States; Gao, S., STKO Lab, Department of Geography, University of California, Santa Barbara, United States","Geoportals provide integrated access to geospatial resources, and enable both authorities and the general public to contribute and share data and services. An essential goal of geoportals is to facilitate the discovery of the available resources. Such a process relies heavily on the quality of metadata. While multiple metadata standards have been established, data contributers may adopt different standards when sharing their data via the same geoportal. This is especially the case for user-generated content where various terms and topics can be introduced to describe similar datasets. While this heterogeneity provides a wealth of perspectives, it also complicates resource discovery. With the fast development of the Semantic Web technologies, there is a rise of Linked-Data-driven portals. Although these novel portals open up new ways to organize metadata and retrieve resources, they lack effective semantic search methods. This article addresses the two challenges discussed above, namely the topic heterogeneity brought by multiple metadata standards and the lack of established semantic search in Linked-Data-driven geoportals. To harmonize the metadata topics, we employ a natural language processing method, namely Labeled Latent Dirichlet Allocation (LLDA), and train it using standardized metadata from Data.gov. With respect to semantic search, we construct thematic and geographic matching features from the textual metadata descriptions, and train a regression model via a human participants experiment. We evaluate our methods by examining their performances in addressing the two issues. Finally, we implement a semantics-enabled and Linked-Data-driven prototypical geoportal using a sample dataset from Esri's ArcGIS Online. © 2015 John Wiley & Sons Ltd.",,"database; GIS; heterogeneity; Internet; metadata; performance assessment; software; technological development",Article,"Final",,Scopus,2-s2.0-84933039993
"Guan W.W., Poplin A., Lewis B.G.","36713506100;42962367800;55180511700;","Understanding Today's Online GIS User Through the Lens of a WorldMap Survey",2015,"Transactions in GIS","19","3",,"417","438",,,"10.1111/tgis.12150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933037399&doi=10.1111%2ftgis.12150&partnerID=40&md5=7401f55cadba70d5eb68a4efe3f86b5f","Center for Geographic Analysis, Harvard University, United States; Iowa State University, United States","Guan, W.W., Center for Geographic Analysis, Harvard University, United States; Poplin, A., Iowa State University, United States; Lewis, B.G., Center for Geographic Analysis, Harvard University, United States","WorldMap is an open source online mapping application which aims to lower barriers for scholars who wish to visualize, analyze, organize, present, and publish mapped information. In late 2013, 290 respondents among the 8,000 registered users participated in an online survey in which they described their activities, purposes, experiences, and preferences regarding the system. Participants also described their professional background, GIS skill level, age, gender, and country of work. This study analyzes the results of the survey, by summarizing the responses to each question independently and by examining the relationships and dependencies of these answers across the different questions to try to better understand why users responded the way they did. The study is based on the user-centered design (UCD) approach. We aim to use the survey results to improve our understanding of user demographics and needs. Findings from this study will be used to guide WorldMap improvements, and we hope the findings will also shed light on the broader requirements of online GIS users. © 2015 John Wiley & Sons Ltd.",,"digital mapping; GIS; Internet; questionnaire survey",Article,"Final",,Scopus,2-s2.0-84933037399
"Zhou Q., Li Z.","56834940100;7409077661;","Experimental analysis of various types of road intersections for interchange detection",2015,"Transactions in GIS","19","1",,"19","41",,5,"10.1111/tgis.12077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929711960&doi=10.1111%2ftgis.12077&partnerID=40&md5=6e809fdafff98a7ac7a4c98c89a2fac6","Faculty of Information Engineering, China University of Geosciences, China; School of Geosciences and Environmental Engineering, Southwest Jiaotong University, China","Zhou, Q., Faculty of Information Engineering, China University of Geosciences, China; Li, Z., School of Geosciences and Environmental Engineering, Southwest Jiaotong University, China","Road interchanges are a major pattern type in road networks. Recognition of road interchanges benefits automated road network generalization, car navigation and traffic flow analysis. This study first investigated several existing approaches to automatically detecting interchanges in a road network, and determined that the recognition of characteristic road intersections is essential for the effective detection of interchanges. Several experiments were carried out to investigate nine types of road intersections for interchange detection and to analyze characteristic ones. Furthermore, an approach to the detection of both intersections and segments of interchanges was proposed and validated. The road networks across different scales were tested and results show that: (1) the T-shaped and Cross-shaped junctions are very common in road networks, but they are not the most characteristic ones for interchange detection; (2) the y-shaped, Y-shaped types, X-shaped, Fork-shaped and Multi-leg may be the characteristic types for interchange detection; (3) the proposed approach to detecting interchanges is effective, and most of the intersections and segments of interchanges can be detected. In addition, taking multiple characteristic types into consideration for interchange detection is suggested. © 2014 John Wiley & Sons Ltd.",,,Article,"Final",,Scopus,2-s2.0-84929711960
"Zhu X., She B., Guo W., Bao S., Chen D.","7406185296;35365138300;56540473400;7201558770;57199413149;","Integrating spatial data linkage and analysis services in a geoportal for China Urban Research",2015,"Transactions in GIS","19","1",,"107","128",,8,"10.1111/tgis.12084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929711724&doi=10.1111%2ftgis.12084&partnerID=40&md5=655a6157adb7adaf41904d95005ac8c2","LIESMARS, Wuhan University, China; China Data Center, University of Michigan, United States","Zhu, X., LIESMARS, Wuhan University, China; She, B., LIESMARS, Wuhan University, China; Guo, W., LIESMARS, Wuhan University, China; Bao, S., China Data Center, University of Michigan, United States; Chen, D., LIESMARS, Wuhan University, China","Many geoportals are now evolving into online analytical environments, where large amounts of data and various analysis methods are integrated. These spatiotemporal data are often distributed in different databases and exist in heterogeneous forms, even when they refer to the same geospatial entities. Besides, existing open standards lack sufficient expression of the attribute semantics. Client applications or other services thus have to deal with unrelated preprocessing tasks, such as data transformation and attribute annotation, leading to potential inconsistencies. Furthermore, to build informative interfaces that guide users to quickly understand the analysis methods, an analysis service needs to explicitly model the method parameters, which are often interrelated and have rich auxiliary information. This work presents the design of the spatial data linkage and analysis services in a geoportal for China urban research. The spatial data linkage service aggregates multisource heterogeneous data into linked layers with flexible attribute mapping, providing client applications and services with a unified access as if querying a big table. The spatial analysis service incorporates parameter hierarchy and grouping by extending the standard WPS service, and data-dependent validation in computation components. This platform can help researchers efficiently explore and analyze spatiotemporal data online. © 2014 John Wiley & Sons Ltd.",,,Article,"Final",,Scopus,2-s2.0-84929711724
"Zhao Z., Shaw S.-L., Wang D.","55985156800;7402758898;55713364700;","A space-time raster GIS data model for spatiotemporal analysis of vegetation responses to a freeze event",2015,"Transactions in GIS","19","1",,"151","168",,3,"10.1111/tgis.12088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929711246&doi=10.1111%2ftgis.12088&partnerID=40&md5=959be30c7ae37b74e4bf02c61556b0fe","Department of Geography, University of Tennessee, United States; State Key Laboratory of Information Engineering in Surveying, Mapping, and Remote Sensing, Wuhan University, China; Environmental Sciences Division, Oak Ridge National Laboratory, United States","Zhao, Z., Department of Geography, University of Tennessee, United States; Shaw, S.-L., Department of Geography, University of Tennessee, United States, State Key Laboratory of Information Engineering in Surveying, Mapping, and Remote Sensing, Wuhan University, China; Wang, D., Environmental Sciences Division, Oak Ridge National Laboratory, United States","Many past space-time GIS data models viewed the world mainly from a spatial perspective. They attached a time stamp to each state of an entity or the entire area of study. This approach is less efficient for certain spatio-temporal analyses that focus on how locations change over time, which require researchers to view each location from a temporal perspective. In this article, we present a data model to organize multi-temporal remote sensing datasets and track their changes at the individual pixel level. This data model can also integrate raster datasets from heterogeneous sources under a unified framework. The proposed data model consists of several object classes under a hierarchical structure. Each object class is associated with specific properties and behaviors to facilitate efficient spatio-temporal analyses. We apply this data model to a case study of analyzing the impact of the 2007 freeze in Knoxville, Tennessee. The characteristics of different vegetation clusters before, during, and after the 2007 freeze event are compared. Our findings indicate that the majority of the study area is impacted by this freeze event, and different vegetation types show different response patterns to this freeze. © 2014 John Wiley & Sons Ltd.",,,Article,"Final",,Scopus,2-s2.0-84929711246
"Liu Q., Tang J., Deng M., Shi Y.","28367706800;55977760300;27267549700;57188730769;","An iterative detection and removal method for detecting spatial clusters of different densities",2015,"Transactions in GIS","19","1",,"82","106",,11,"10.1111/tgis.12083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929706043&doi=10.1111%2ftgis.12083&partnerID=40&md5=afb1b8e35a3c489c19d17cb8b885760d","Department of Land Surveying and Geo-Informatics, Hong Kong Polytechnic University, Changsha, Hong Kong; Department of Geo-informatics, Central South University, Changsha, China","Liu, Q., Department of Land Surveying and Geo-Informatics, Hong Kong Polytechnic University, Changsha, Hong Kong; Tang, J., Department of Geo-informatics, Central South University, Changsha, China; Deng, M., Department of Geo-informatics, Central South University, Changsha, China; Shi, Y., Department of Geo-informatics, Central South University, Changsha, China","A fundamental element of exploratory spatial data analysis is the discovery of clusters in a spatial point dataset. When clusters with distinctly different local densities exist, the determination of suitable density level is still an unsolved problem. On that account, an iterative detection and removal method is proposed in this study. In each step of the novel method, there are two stages. In the detection stage, density level is statistically modeled as a significance level controlled by the number and support domain of the points in the dataset, and then a hypothesis test is used to detect the high-density points. In the removal stage, the Delaunay triangulation network is used to construct clusters and support domains for the identified high-density points, and then the high-density points and their support domains are removed from the dataset. The detection and removal operation are iteratively implemented until no high-density points can be detected. Experiments and comparisons show that the proposed method, on the one hand, outperforms four state-of-the-art methods for detecting clusters of complex shapes and diverse densities, and on the other hand, no user-specified parameters are required. In addition, the support domains of clusters are very useful for spatial analysis. © 2014 John Wiley & Sons Ltd.",,,Article,"Final",,Scopus,2-s2.0-84929706043
"Cui Y., Mahoney E.","55683144200;7004337180;","Employing internet GIS surveys to characterize recreational boating travel patterns",2015,"Transactions in GIS","19","1",,"42","62",,5,"10.1111/tgis.12079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929704828&doi=10.1111%2ftgis.12079&partnerID=40&md5=62bb03fafb99432a3cb362c0749da618","Michigan State University, United States","Cui, Y., Michigan State University, United States; Mahoney, E., Michigan State University, United States","Spatial factors are fundamental features of the tourism and recreation phenomenon. In terms of recreational boating, scholars are interested both in boaters' spatial distribution and movement patterns and in the factors associated with their movements, e.g. travel costs, environmental impacts, and social impacts of the movements. Spatial factors are also key to policymakers' decisions about where to establish new boating facilities, how protected areas are used by boaters and in crafting policy that minimizes conflict between recreational boating and other waterway uses. However, systematic studies regarding the recreationist movement are scant, especially at the fine geographic level. One reason for the lack of research is that gathering spatial data presents significant practical problems. In the Florida Saltwater Fishing Study, we integrated Google Map APIs into the online survey instrument to collect spatially-referenced data regarding boaters' movement on water. Results appear to be accurate, highly cost effective, and easily integrated with other survey information such as angler catch, effort, expenditures and attitudes. © 2014 John Wiley & Sons Ltd.",,"Apis",Article,"Final",,Scopus,2-s2.0-84929704828
"Li J., Qin Q., Han J., Tang L..-A., Lei K.H.","55855425200;8241948500;24325399900;57216482238;55800787500;","Mining trajectory data and geotagged data in social media for road map inference",2015,"Transactions in GIS","19","1",,"1","18",,31,"10.1111/tgis.12072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929704628&doi=10.1111%2ftgis.12072&partnerID=40&md5=b4d0b967d2aa21fea4da0101dc2c8ee0","Department of Computer Science, University of Illinois, United States; IRSGIS, Peking University, China; Department of Computer Science, University of Illinois, United States","Li, J., Department of Computer Science, University of Illinois, United States, IRSGIS, Peking University, China; Qin, Q., IRSGIS, Peking University, China; Han, J., Department of Computer Science, University of Illinois, United States; Tang, L..-A., Department of Computer Science, University of Illinois, United States; Lei, K.H., Department of Computer Science, University of Illinois, United States","As mapping is costly and labor-intensive work, government mapping agencies are less and less willing to absorb these costs. In order to reduce the updating cycle and cost, researchers have started to use user generated content (UGC) for updating road maps; however, the existing methods either rely heavily on manual labor or cannot extract enough information for road maps. In view of the above problems, this article proposes a UGC-based automatic road map inference method. In this method, data mining techniques and natural language processing tools are applied to trajectory data and geotagged data in social media to extract not only spatial information - the location of the road network - but also attribute information - road class and road name - in an effort to create a complete road map. A case study using floating car data, collected by the National Commercial Vehicle Monitoring Platform of China, and geotagged text data from Flickr and Google Maps/Earth, validates the effectiveness of this method in inferring road maps. © 2014 John Wiley & Sons Ltd.",,,Article,"Final",,Scopus,2-s2.0-84929704628
"Greger K.","56124776400;","Spatio-temporal building population estimation for highly urbanized areas using GIS",2015,"Transactions in GIS","19","1",,"129","150",,10,"10.1111/tgis.12086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929703306&doi=10.1111%2ftgis.12086&partnerID=40&md5=c5757a10d19561abbb52d1bd43066b34","Division of Spatial Information Science, University of Tsukuba, Japan","Greger, K., Division of Spatial Information Science, University of Tsukuba, Japan","Detailed population information is crucial for the micro-scale modeling and analysis of human behavior in urban areas. Since it is not available on the basis of individual persons, it has become necessary to derive data from aggregated census data. A variety of approaches have been published in the past, yet they are not entirely suitable for use in the micro-scale context of highly urbanized areas, due mainly to their broad spatial scale and missing temporal scale. Here we introduce an enhanced approach for the spatio-temporal estimation of building populations in highly urbanized areas. It builds upon other estimation methodologies, but extends them by introducing multiple usage categories and the temporal dimension. This allows for a more realistic representation of human activities in highly urbanized areas and the fact that populations change over time as a result of these activities. The model makes use of a variety of micro-scale data sets to operationalize the activities and their spatio-temporal representations. The outcome of the model provides estimated population figures for all buildings at each time step and thereby reveals spatio-temporal behavior patterns. It can be used in a variety of applications concerning the implications of human behavior in urban areas. © 2014 John Wiley & Sons Ltd.",,,Article,"Final",,Scopus,2-s2.0-84929703306
"Hochmair H.H., Zielstra D., Neis P.","8961045800;43462235700;15049937900;","Assessing the completeness of bicycle trail and lane features in OpenStreetMap for the United States",2015,"Transactions in GIS","19","1",,"63","81",,30,"10.1111/tgis.12081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929687725&doi=10.1111%2ftgis.12081&partnerID=40&md5=4d94afec621060de302ba46428d290aa","Fort Lauderdale Research and Education Center, University of Florida, United States; Geoinformatics Research Group, University of Heidelberg, Germany","Hochmair, H.H., Fort Lauderdale Research and Education Center, University of Florida, United States; Zielstra, D., Fort Lauderdale Research and Education Center, University of Florida, United States; Neis, P., Geoinformatics Research Group, University of Heidelberg, Germany","This article assesses the completeness of bicycle trail and on-street lane features in OpenStreetMap (OSM). Comparing OSM cycling features with reference data from local planning agencies for selected US Urbanized Areas shows that OSM bicycle trails tend to be more completely mapped than bicycle lanes. Manual evaluation of mapped cycling features in OSM and Google Maps for selected test areas within the Central Business Districts of Portland (OR) and Miami (FL) through comparison with governmental datasets, satellite imagery, and Google Street View, shows that the Bicycle layer in Google Maps can help to identify some missing or erroneously mapped OSM cycling links. However, Google Maps was also found to have some gaps in its data layers, suggesting that consultation of current trail and lane data from local planning authorities, if available, should be considered as an additional data source for bicycle related planning projects. © 2014 John Wiley & Sons Ltd.",,"central business district; cycle transport; GIS; local planning; mapping; World Wide Web; Florida [United States]; Miami; Oregon; Portland [Oregon]; United States",Article,"Final",,Scopus,2-s2.0-84929687725
"Widener M.J., Horner M.W., Ma K.","36659942600;7102473716;56320242400;","Positioning disaster relief teams given dynamic service demand: A hybrid agent-based and spatial optimization approach",2015,"Transactions in GIS","19","2",,"279","295",,7,"10.1111/tgis.12092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926421238&doi=10.1111%2ftgis.12092&partnerID=40&md5=26e10956a4006649b96b8aa89d70ed91","University of Cincinnati, United States; Florida State University, Tallahassee, United States","Widener, M.J., University of Cincinnati, United States; Horner, M.W., Florida State University, Tallahassee, United States; Ma, K., University of Cincinnati, United States","During extreme events, like hurricanes, it is essential to position relief services for non-evacuees throughout the affected region in optimal locations. While previous research has explored a variety of spatial optimization models to accomplish such a task, most work assumes that the population with demand is relatively static. However, this assumption neglects to account for potential feedbacks in the relief distribution system. For example, a population's behavior can both affect and be affected by the placement of relief services, resulting in a dynamic spatial distribution of demand. This article presents a hybrid modeling approach that utilizes GIS data with agent-based and spatial optimization models to position emergency relief teams in Bay County, Florida during a hurricane event. Non-evacuating household agents choose to remain at home or seek shelter, while relief team agents are periodically repositioned to account for changes in the spatial distribution of household agents. A total of 220 simulations are run to explore a variety of scenarios. Results show different repositioning timing strategies and the magnitude of the feedback effect drastically changes the level of access households have to relief teams. Ultimately, this work demonstrates the importance of accounting for behavioral and spatial dynamics in disaster relief distribution systems. © 2014 John Wiley & Sons Ltd.",,,Article,"Final",,Scopus,2-s2.0-84926421238
